City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,susuman,62.7833,148.1667,-7.8799999999999955,92,99,4.98,RU,1682272977
305,oranjemund,-28.55,16.4333,14.220000000000027,90,88,2.08,NA,1682273271
306,ugoofaaru,5.6667,73.0,29.430000000000007,75,87,4.75,MV,1682273271
307,agryz,56.5203,52.9942,13.220000000000027,57,46,2.85,RU,1682273271
308,tuburan,6.6439,122.2736,26.05000000000001,79,55,2.57,PH,1682273272
309,katsuren-haebaru,26.3369,127.8719,22.430000000000007,78,75,4.12,JP,1682273272
310,kirensk,57.7853,108.1119,-5.589999999999975,95,99,1.15,RU,1682273272
311,tadine,-21.55,167.8833,24.120000000000005,79,67,1.89,NC,1682273272
312,suva,-18.1416,178.4415,21.710000000000036,100,20,1.03,FJ,1682273272
313,saint-tropez,43.2693,6.6398,18.400000000000034,78,97,3.18,FR,1682273273
314,porangatu,-13.4408,-49.1486,29.840000000000032,50,38,2.68,BR,1682273117
315,ghadamis,30.1337,9.5007,25.860000000000014,11,1,4.7,LY,1682273273
316,champerico,14.3,-91.9167,34.30000000000001,57,59,4.53,GT,1682273274
317,punta del este,-34.9667,-54.95,21.060000000000002,91,75,4.12,UY,1682273274
318,hithadhoo,-0.6,73.0833,29.350000000000023,70,97,2.31,MV,1682273274
319,portland,45.5234,-122.6762,11.980000000000018,91,100,3.58,US,1682273243
320,clovis,36.8252,-119.7029,25.82000000000005,48,75,3.6,US,1682273222
321,tralee,52.2704,-9.7026,10.010000000000048,79,29,3.93,IE,1682273275
322,ubari,26.5921,12.7805,27.010000000000048,18,64,1.94,LY,1682273275
323,peniscola,40.3359,0.3613,22.410000000000025,65,64,3.24,ES,1682273275
324,seven pagodas,12.6264,80.1722,30.03000000000003,77,100,5.17,IN,1682273275
325,luwero,0.8492,32.4731,17.760000000000048,99,100,1.62,UG,1682273276
326,yamada,39.4667,141.95,3.2700000000000387,58,96,2.15,JP,1682273276
